id,topic,source,q,opts,ans_idx,exp,category,category_icon,is_active
931,Gombe Paper 1,Gombe Paper 1,A Blue print of Research work is called,"[""Research Problem"",""Research methods"",""Research tools"",""Research design""]",3,A structured overall plan for conducting research is the research design.,Research & Nursing Process,📊,true
932,Gombe Paper 1,Gombe Paper 1,"Facts, figures and other relevant materials serving as bases for a study is called","[""Sample"",""Method"",""Data"",""Theory""]",2,Facts and figures serving as the basis of a study are data.,Research & Nursing Process,📊,true
933,Gombe Paper 1,Gombe Paper 1,The concrete observable events which represent the abstract concepts or constructs are called,"[""Data"",""Sample"",""Variable"",""Proposition""]",2,"Concrete, observable representations of abstract concepts are variables.",Research & Nursing Process,📊,true
934,Gombe Paper 1,Gombe Paper 1,The original source from which researcher collects information is,"[""Primary Source"",""Secondary Source"",""Both primary and secondary"",""Tertiary source""]",0,"The original, first-hand source of information is a primary source.",Research & Nursing Process,📊,true
935,Gombe Paper 1,Gombe Paper 1,............ is the raw material for Analysis,"[""Variables"",""Problem"",""Data"",""Sample""]",2,Data is the raw material used for analysis.,Research & Nursing Process,📊,true
936,Gombe Paper 1,Gombe Paper 1,The question which by its content structure or wordings leads the respondent in the direction of a certain answer is called,"[""Factual question"",""Opinion question"",""Leading question"",""Structural question""]",2,A question worded to steer the respondent toward a particular answer is a leading question.,Burns & Trauma,🔥,true
937,Gombe Paper 1,Gombe Paper 1,Questionnaire is filled by ...................,"[""Respondent"",""Everybody"",""Enumerator"",""Researcher""]",0,A questionnaire is filled in by the respondent.,Research & Nursing Process,📊,true
938,Gombe Paper 1,Gombe Paper 1,What is the primary site of action for torsemide?,"[""Loop of Henle -- thick ascending"",""Loop of Henle -- thin descending"",""Proximal convoluted tubule"",""Distal convoluted tubule.""]",0,"Torsemide, a loop diuretic, acts primarily at the thick ascending limb of the Loop of Henle.",Mixed Revision,📚,true
939,Gombe Paper 1,Gombe Paper 1,When is the use of spironolactone possibly contraindicated?,"[""In hypernatremia patients"",""In hyperkalaemia patients"",""In patients with refractory congestive heart failure"",""When also prescribing furosemide""]",1,"Spironolactone (a potassium-sparing diuretic) risks dangerous hyperkalaemia, so it is used cautiously in that setting.",Cardiovascular,🫀,true
940,Gombe Paper 1,Gombe Paper 1,Which of the following pairs is correct?,"[""Vasodilators: reduce preload"",""Arterial dilators: reduce cardiac output"",""Venodilators: increase blood volume returning to the heart"",""Arterial dilators: increase afterload""]",0,Vasodilators reduce venous return (preload) as one of their core haemodynamic effects.,Cardiovascular,🫀,true
941,Gombe Paper 1,Gombe Paper 1,"Which of the following is not a common potential side effect of Class II Antiarrhythmic drugs (e.g. propranolol, atenolol, carvedilol)?","[""Bradycardia"",""Hypotension"",""Negative inotropes"",""Hepatotoxicity""]",3,"Hepatotoxicity is not a typical class effect of beta-blockers, unlike bradycardia, hypotension, and negative inotropy.",Cardiovascular,🫀,true
942,Gombe Paper 1,Gombe Paper 1,The best nutritional management of severely Obese client is,"[""Very high calorie diet."",""Very low-calorie diet."",""Very high carbohydrate diet."",""Very high fat diet""]",1,A very low-calorie diet under supervision is the standard nutritional approach for severe obesity.,Mixed Revision,📚,true
943,Gombe Paper 1,Gombe Paper 1,The following are sign and symptoms of iron toxicity EXCEPT,"[""Hair lost"",""Apathy"",""Fatigue"",""Diarrhoea""]",0,"Hair loss is not a classic acute sign of iron toxicity, unlike GI symptoms and fatigue.",Mixed Revision,📚,true
944,Gombe Paper 1,Gombe Paper 1,An intravenous solution that is used to provide free water and intracellular fluid hydration is,"[""Ringer's lactate solution"",""5 % dextrose in water"",""10 % dextrose in water"",""5 % dextrose in normal saline""]",1,"5% dextrose in water provides free water for intracellular hydration since the dextrose is metabolised, leaving the water behind.",Mixed Revision,📚,true
945,Gombe Paper 1,Gombe Paper 1,Bacterial food poisoning is caused by,"[""Vibrio chorale"",""Entamoeba histolytica"",""Salmonella species"",""Shigella sonei""]",2,Salmonella species are a classic bacterial cause of food poisoning among these options.,Mixed Revision,📚,true
946,Gombe Paper 1,Gombe Paper 1,Which of the following is the first symptom that bring a client with pernicious anaemia to seek medical attention?,"[""dark stool"",""sudden weight loss"",""tendency to bleed easily"",""feeling unusually fatigued""]",3,Unusual fatigue from anaemia is typically the earliest symptom prompting a pernicious anaemia patient to seek care.,Shock & Haemorrhage,⚡,true
947,Gombe Paper 1,Gombe Paper 1,Which the following element is used in the treatment of diarrhoea reduce output and severity of diarrhoea,"[""oral iron"",""oral sodium"",""Oral potassium"",""Oral zinc""]",3,Oral zinc supplementation is recommended to reduce the severity/duration of diarrhoea.,ABG & Electrolytes,🩸,true
948,Gombe Paper 1,Gombe Paper 1,Normal body mass index (BMI) should not exceed,"[""20"",""25"",""30"",""35""]",2,"A BMI above roughly 30 is generally considered the obesity threshold, so normal BMI is kept below this.",Mixed Revision,📚,true
949,Gombe Paper 1,Gombe Paper 1,Symptoms associated with anaemia include,"[""Increased breathlessness"",""Decreased breathlessness"",""Increased activity intolerance"",""Moderate breathlessness""]",0,Anaemia classically causes increased breathlessness due to reduced oxygen-carrying capacity.,Respiratory,🫁,true
950,Gombe Paper 1,Gombe Paper 1,The process by which water and diffusible substance move together across cell membrane response to fluid pressure is called,"[""Osmosis"",""Diffusion"",""Filtration"",""Active transport""]",2,Filtration is the process where water and dissolved substances move together across a membrane under pressure.,Mixed Revision,📚,true
951,Gombe Paper 1,Gombe Paper 1,Vitamin A deficiency can cause all of the following EXCEPT,"[""Night blindness"",""Keratomalacia"",""Dermoid"",""Xerosis""]",2,"Dermoid (a cyst) is unrelated to Vitamin A status, unlike night blindness, keratomalacia, and xerosis.",Mixed Revision,📚,true
952,Gombe Paper 1,Gombe Paper 1,Characteristic of attitudes in psychology include the following except.,"[""Attitude origin"",""Attitude strength."",""Attitude ambivalence."",""Attitude accessibility.""]",1,"""Attitude origin"" is not a standard listed characteristic of attitudes (strength, ambivalence, accessibility are).",Mixed Revision,📚,true
953,Gombe Paper 1,Gombe Paper 1,One of the following is not the core components of emotional intelligence.,"[""Self - awareness."",""Self- esteem."",""Self- management"",""Self- confidence.""]",3,"Self-esteem is not typically listed as a core component of emotional intelligence (self-awareness, self-management, social skills are).",Mixed Revision,📚,true
954,Gombe Paper 1,Gombe Paper 1,"Your ability to not only understands your strengths and weaknesses, but to recognize your emotion and the effect they have on you and your team's performance is called.","[""Self- esteem."",""Self- confidence."",""Self- awareness."",""Self- management""]",1,Recognising one's own emotions and their impact on performance is self-awareness.,Mixed Revision,📚,true
955,Gombe Paper 1,Gombe Paper 1,Genetic and environment are the two factors that affect intelligence and it is also called......,"[""Gene- Physical tussles"",""Bio- physical tussles."",""Nature- Nurture tussles"",""Inductive-Deductive""]",3,The combined influence of genetics and environment on intelligence is called the nature-nurture debate/tussle.,Mixed Revision,📚,true
956,Gombe Paper 1,Gombe Paper 1,Motivational type that drives people to achieve something they otherwise won't have been able to is ............,"[""Power- based motivation."",""Incentive - based motivation."",""Fear - based motivation."",""Reduction of tension motivation""]",2,Motivation driven by avoiding a negative outcome is fear-based motivation.,Mixed Revision,📚,true
957,Gombe Paper 1,Gombe Paper 1,One of the following is an example of positive motivation.,"[""Employment"",""Transfer"",""Recognition."",""Desire""]",0,Employment/reward-type incentives represent positive motivation.,Mixed Revision,📚,true
958,Gombe Paper 1,Gombe Paper 1,Process of motivation include the following except.,"[""Satisfied need"",""Tension."",""Drive."",""Better co-operation.""]",1,"""Better co-operation"" is an outcome, not a step in the motivation process itself (need, tension, drive are).",Mixed Revision,📚,true
959,Gombe Paper 1,Gombe Paper 1,One of the following is not a key elements of emotion.,"[""Objective experience"",""Physiological response."",""Behavioural response."",""Subjective experience""]",0,"""Objective experience"" isn't typically listed as a core element of emotion (physiological, behavioural, subjective are).",Mixed Revision,📚,true
960,Gombe Paper 1,Gombe Paper 1,Interpersonal relationship theory was propounded by,"[""Hildegard Peplau"",""Martha Rogers."",""Sigmoid Freud."",""B.F. skinner""]",0,Hildegard Peplau developed the interpersonal relations theory of nursing.,Mixed Revision,📚,true
961,Gombe Paper 1,Gombe Paper 1,What is the order of the abdominal assessment?,"[""Inspection, percussion, auscultation, palpation"",""Inspection, auscultation, percussion, palpation"",""Inspection, palpation, percussion, auscultation"",""Inspection, percussion, palpation, auscultation""]",1,"Abdominal assessment order is inspection, auscultation, percussion, then palpation (to avoid disturbing bowel sounds before listening).",Mixed Revision,📚,true
962,Gombe Paper 1,Gombe Paper 1,Which of the following statements is true for acute liver damage?,"[""The main reason for acute liver failure is chronic liver damage."",""Metabolic alkalosis is the common indicator of acute liver damage."",""It might lead to cardiac dysrhythmias and respiratory failure."",""None of the statements is true.""]",2,Acute liver failure can precipitate dangerous cardiac arrhythmias and respiratory failure.,Cardiovascular,🫀,true
963,Gombe Paper 1,Gombe Paper 1,Which is the physiological altercation of acute pancreatitis?,"[""Hyperglycaemia"",""Premature activating of inactive digestive enzymes"",""Destruction of RBC"",""Respiratory issues""]",1,"Acute pancreatitis involves premature activation of the pancreas's own digestive enzymes, causing self-digestion.",Respiratory,🫁,true
964,Gombe Paper 1,Gombe Paper 1,The patient has acute liver disease. Which lab values are true with his condition?,"[""Increased ammonia levels"",""Decreased PT"",""Decreased AST and ALT"",""None of the above""]",0,"A failing liver cannot clear ammonia effectively, so ammonia levels rise.","GI, Endocrine & Metabolic",🍽️,true
965,Gombe Paper 1,Gombe Paper 1,Oesophageal varices can be caused due to \_\_\_\_\_\_\_\_\_\_.,"[""Portal hypertension"",""Inflammation"",""Superficial mucosal erosions"",""Pro-ulcer forces breaking down""]",0,Portal hypertension drives the development of oesophageal varices.,Cardiovascular,🫀,true
966,Gombe Paper 1,Gombe Paper 1,Minute ventilation is equal to\...,"[""FiO2 X PEEP"",""FiO2/PEEP"",""Tidal Volume X Respiratory Rate"",""Tidal Volume/Respiratory Rate""]",2,Minute ventilation = tidal volume × respiratory rate.,Respiratory,🫁,true
967,Gombe Paper 1,Gombe Paper 1,One of the following is a risk of keeping high PEEP,"[""Hypotension"",""Hypertension"",""Hyperthermia"",""Hypothermia""]",0,"High PEEP raises intrathoracic pressure, reducing venous return and risking hypotension.",Cardiovascular,🫀,true
968,Gombe Paper 1,Gombe Paper 1,Which of the following is not the main goal of mechanical ventilation in the ICU?,"[""Optimize patient comfort"",""Optimize exchange of carbon dioxide and oxygen"",""Get them through surgery with less discomfort"",""Decrease work of breathing""]",0,"""Getting through surgery"" isn't a described core ICU ventilation goal — comfort, gas exchange, and reduced work of breathing are.",Respiratory,🫁,true
969,Gombe Paper 1,Gombe Paper 1,Which of the following is not a way to improve oxygenation?,"[""FiO2"",""PEEP"",""Inspiratory time"",""Respiratory rate""]",3,"Respiratory rate primarily affects ventilation/CO2 clearance, not oxygenation directly.",Respiratory,🫁,true
970,Gombe Paper 1,Gombe Paper 1,What is the injury to the alveoli caused by excessive pressure from the ventilator called?,"[""Barotrauma"",""Volume-trauma"",""Atelecto-trauma"",""Biotrauma""]",0,Alveolar injury from excess ventilator pressure is barotrauma.,Respiratory,🫁,true
971,Gombe Paper 1,Gombe Paper 1,Which action should the nurse take when preparing patient-controlled analgesia for a postoperative patient?,"[""Caution the patient to limit the number of times he presses the dosing button."",""Ask another nurse to double-check the setup before patient use."",""Instruct the patient to administer a dose only when experiencing pain."",""Provide clear, simple instructions for dosing if the patient is cognitively impaired""]",1,Having a second nurse double-check PCA setup is a core safety practice before patient use.,ICU Pharmacology,💊,true
972,Gombe Paper 1,Gombe Paper 1,Which of the following oxygen delivery device delivers an FiO2 of \>90%?,"[""Nasal cannula"",""Simple Face mask"",""Non- rebreathing face mask"",""Venturi Face mask""]",2,"A non-rebreather mask can deliver FiO2 above 90%, higher than the other listed devices.",Respiratory,🫁,true
973,Gombe Paper 1,Gombe Paper 1,"Dietary therapy has not only become an essential adjunct of care but the bedrock of treatment in some critical illnesses like............., hypertension and chronic kidney disease.","[""Head injury"",""Sepsis"",""Diabetes"",""Nutrition""]",2,Dietary therapy is foundational in managing diabetes alongside hypertension and CKD.,Cardiovascular,🫀,true
974,Gombe Paper 1,Gombe Paper 1,"Nutrition in Critical Care Nursing focus in exploring a link between a diet, health and illness.","[""False"",""True"",""Not sure"",""Undecided""]",1,Nutrition in critical care nursing does explore the diet-health-illness relationship — true.,Mixed Revision,📚,true
975,Gombe Paper 1,Gombe Paper 1,.............is the study of how food and drink affects our bodies with special regard to the essential nutrients necessary to support human health.,"[""Nutrient"",""Diet"",""Food"",""Nutrition""]",3,The study of how food affects the body and its essential nutrients is nutrition.,Mixed Revision,📚,true
976,Gombe Paper 1,Gombe Paper 1,Which of the following statement is true about Nutrient?,"[""Nutrients may not be organic or inorganic"",""Nutrients may be inorganic only"",""Nutrients may be organic only"",""Nutrients may be organic or inorganic""]",3,Nutrients can be either organic or inorganic in nature.,Mixed Revision,📚,true
977,Gombe Paper 1,Gombe Paper 1,"Any nutritious substance that people or animals eat, drink or that plants absorb in order to maintain life and growth.","[""Carbohydrate"",""Food"",""Minerals"",""Nutrition""]",1,Any substance eaten/drunk to sustain life and growth is generally termed food.,Mixed Revision,📚,true
978,Gombe Paper 1,Gombe Paper 1,............. are the kind and amount of food prescribed for a person or animal for a special reason.,"[""Nutrient"",""Diet"",""Food"",""Treatment""]",1,The specific kind and amount of food prescribed for a person is their diet.,Mixed Revision,📚,true
979,Gombe Paper 1,Gombe Paper 1,Proteins are made up of hundreds or thousands of smaller units called:,"[""Micronutrient"",""Fatty acids"",""Amino acids."",""Glucose""]",2,Proteins are built from smaller units called amino acids.,Mixed Revision,📚,true
980,Gombe Paper 1,Gombe Paper 1,"21- Nurse Jamila was asked to explain animal sources of protein to a patient which are meat, fish, egg and ..........","[""Fatty product"",""Non-diary product."",""Diary product."",""Wheat""]",2,"Common animal protein sources include meat, fish, egg, and dairy products.",Mixed Revision,📚,true
981,Gombe Paper 1,Gombe Paper 1,A fat is changed to increase its shelf life. The process to make this change happen is called,"[""Saturation"",""Modification"",""Saponification."",""Hydrogenation.""]",3,Hydrogenation is the process used to convert fats to extend shelf life (creating trans fats).,Mixed Revision,📚,true
982,Gombe Paper 1,Gombe Paper 1,"Artificial trans-fat is a type of fat that is added to some food products to improve taste, texture and extend their shelf life. However, trans fats can increase your risk of ............","[""Diabetes"",""Lung diseases"",""Kidney diseases"",""Heart diseases""]",3,Trans fats are strongly linked to increased heart disease risk.,Cardiovascular,🫀,true
983,Gombe Paper 1,Gombe Paper 1,"The major functions of water include regulation of body temperature, production of body fluids, transportation of nutrients and ......","[""Formation of oedema."",""Dehydration."",""Removal of waste products."",""None of the above.""]",2,"Water's functions include removing waste products from the body, alongside temperature regulation and transport.",Burns & Trauma,🔥,true
984,Gombe Paper 1,Gombe Paper 1,"Absorption refers to the movement of the nutrients, water and electrolyte from the","[""the mouth to the small intestine to the anus."",""the small intestine to large intestine."",""the mouth to the stomach and small intestine."",""lumen of the small intestine into the cell then into the blood.""]",3,Absorption is nutrients/water/electrolytes moving from the intestinal lumen into cells and then into the bloodstream.,ABG & Electrolytes,🩸,true
985,Gombe Paper 1,Gombe Paper 1,"Digestion of starch is initiated in the ........., facilitated by salivary amylase.","[""Stomach"",""Mouth"",""Small intestine"",""Large intestine""]",1,Starch digestion begins in the mouth via salivary amylase.,Mixed Revision,📚,true
986,Gombe Paper 1,Gombe Paper 1,"In the liver and muscles, most of the glucose is changed into glycogen by the process called:","[""Glycogenolysis"",""Combustion"",""Conversion"",""Glycogenesis""]",3,Converting glucose into stored glycogen is glycogenesis.,"GI, Endocrine & Metabolic",🍽️,true
987,Gombe Paper 1,Gombe Paper 1,"If blood glucose levels are low, then epinephrine and glucagon hormones are secreted to stimulate the conversion of glycogen to glucose. This process is called","[""Glucose uptake"",""Glycogenolysis"",""Glycogenesis"",""Glucose formation""]",1,Breaking glycogen back down into glucose is glycogenolysis.,ICU Pharmacology,💊,true
988,Gombe Paper 1,Gombe Paper 1,Enteral feeding means nutrition taken,"[""food through the mouth via the gastrointestinal \\[GI\\] tract."",""through a tube that goes directly to the stomach or small intestine."",""through the mouth directly to the stomach or small intestine."",""Intravenous line""]",1,Enteral feeding delivered via a tube directly into the stomach/small intestine is the standard definition here.,Mixed Revision,📚,true
989,Gombe Paper 1,Gombe Paper 1,It is a disease of the alveoli characterized by irreversible damage to the alveoli making them less elastic leading to hypoxia.,"[""Pulmonary oedema"",""Pulmonary Embolism"",""Pulmonary Emphysema"",""Pyeothorax""]",2,"Irreversible, less-elastic alveolar damage causing hypoxia describes pulmonary emphysema.",Respiratory,🫁,true
990,Gombe Paper 1,Gombe Paper 1,Nephrectomy is a surgical procedure to remove,"[""Nephron."",""Healthy kidney."",""Only one kidney."",""All or part of a kidney.""]",3,Nephrectomy is surgical removal of all or part of a kidney.,Renal & Fluid Balance,💧,true
991,Gombe Paper 1,Gombe Paper 1,"Below are the most important considerations when intubating a traumatized patient, EXCEPT\...","[""Payment"",""Patient"",""Equipment"",""Assistance""]",0,"""Payment"" is clearly irrelevant to safe intubation, unlike patient status, equipment, and assistance.",Respiratory,🫁,true
992,Gombe Paper 1,Gombe Paper 1,One of these is not a clinical presentation of asthma,"[""Dyspnoea with prolonged expiratory phase"",""Productive cough with thick sputum."",""Wheezing"",""upper limb vein distension""]",3,Upper limb vein distension is not a recognised feature of asthma.,Respiratory,🫁,true
993,Gombe Paper 1,Gombe Paper 1,"This refers to an asthma attack that doesn\'t improve with traditional treatments, such as inhaled bronchodilators. These attacks can last for several minutes or even hours","[""Status asthmaticus"",""Intrinsic asthma"",""Extrinsic asthma"",""Mixed asthma""]",0,An asthma attack unresponsive to standard bronchodilator treatment is status asthmaticus.,Respiratory,🫁,true
994,Gombe Paper 1,Gombe Paper 1,"The individual is able to respond to stimuli, he may be able to exercise some form of will but exhibits some irrational thinking and reasoning; this is called","[""Automatism"",""Confusion state"",""Delirium state"",""Lethargy state""]",1,Responding to stimuli with some irrational thought but retained will describes a confusional state.,Mixed Revision,📚,true
995,Gombe Paper 1,Gombe Paper 1,"Patient appears sleepy but arausable. Speech and movement are minimum, a state referred as;","[""Lethargy state"",""Acute confusional state"",""Delirium state"",""Comatose state""]",0,Sleepy but arousable with minimal speech/movement describes lethargy.,Neurology,🧠,true
996,Gombe Paper 1,Gombe Paper 1,"A respiratory condition characterized by accumulation of air in the pleural cavity, (Space between the visceral and parietal pleura of the lung) is called;","[""Pulmonary accumulation"",""Pulmonary oedema"",""Pneumothorax"",""Pyeothorax""]",2,Air accumulation in the pleural space is pneumothorax.,Respiratory,🫁,true
997,Gombe Paper 1,Gombe Paper 1,The term used to describe an accumulation of both blood and air in the pleural space is known as,"[""Hydro-pneumothorax"",""Pyeo-pneumothorax"",""All of the above"",""Hemopneumothorax""]",3,Combined blood and air in the pleural space is haemopneumothorax.,Respiratory,🫁,true
998,Gombe Paper 1,Gombe Paper 1,It Is the most common cause of pulmonary embolism.,"[""Fat embolism"",""Deep venous thrombosis"",""Air bubbles"",""Amniotic fluid embolus""]",1,Deep venous thrombosis is by far the most common source of pulmonary embolism.,Mixed Revision,📚,true
999,Gombe Paper 1,Gombe Paper 1,"The critical care nurse knows that whenever caring for a critically-ill patient, it is very vital that, there are early and repeated discussions with patients' families to reduce family stress and improve consistency in communication. The nurse is practicing:","[""Family involvement care"",""Family orientation"",""Family-focused care"",""Family advocate care""]",2,"Ongoing, structured communication with families to reduce their stress is family-focused care.",Mixed Revision,📚,true
1000,Gombe Paper 1,Gombe Paper 1,In what phase of care would the nurse listen for bowel sounds?,"[""Pre-arrival phase"",""Admission quick check"",""Comprehensive admission assessment"",""Resuscitation""]",2,"Listening for bowel sounds is part of the detailed comprehensive admission assessment, not the rapid initial check.","GI, Endocrine & Metabolic",🍽️,true
1001,Gombe Paper 1,Gombe Paper 1,"A 40-year-old woman is involved in an equestrian accident. She presents with chest pain, shortness of breath, and difficulty breathing. Her arterial oxygen saturation is 85% and her respiratory rate is 40b/minute. A chest tube is placed and the nurse observes a return of 300 mls blood into the system. What is the nurse's next line of action?","[""Clamp the tube and notify surgeon immediately."",""Call for a chest x-ray."",""Place the patient on oxygen."",""Explain to the patient what is going on to alley anxiety.""]",0,Sudden return of 300ml blood via the chest tube signals major haemorrhage — clamp and notify the surgeon immediately.,Respiratory,🫁,true
1002,Gombe Paper 1,Gombe Paper 1,The primary aetiology of multi-organs dysfunction is believed to be related to:,"[""Inadequate tissue perfusion causing cell death."",""Inflammatory/ immune response mechanism that activate the coagulation cascade."",""History of chronic illness"",""A and B""]",3,Multi-organ dysfunction arises from both direct hypoperfusion/cell death and an inflammatory/coagulation cascade response.,Shock & Haemorrhage,⚡,true
1003,Gombe Paper 1,Gombe Paper 1,Which of the following is NOT true?,"[""Withholding life-sustaining treatment is ethically acceptable, but withdrawing such treatment is not."",""To be truly autonomous, a patient must be fully informed and freely consenting."",""Do Not Resuscitate order (DNR) is a medical order to withhold cardiopulmonary resuscitation (CPR)."",""A nurse's duty always to act in the best interests of his or her patient is based on the principle of beneficence.""]",0,"Ethically, withholding and withdrawing life-sustaining treatment are considered equivalent — the statement claiming otherwise is false.","Ethics, Law & Management",⚖️,true
1004,Gombe Paper 1,Gombe Paper 1,"Which of the following macronutrients in parenteral nutrition may need to be increased in a patient who has large, nonhealing wounds?","[""Carbohydrates"",""Lipids"",""Trace elements"",""Protein""]",3,Protein needs rise substantially with large non-healing wounds to support tissue repair.,Mixed Revision,📚,true
1005,Gombe Paper 1,Gombe Paper 1,The critical care nurse has just administered insulin to a diabetic client. In which of the following ways should the nurse dispose of the needle?,"[""Re-cap the needle and discard it in the nearest puncture-resistant container."",""Re-cap the needle and discard it in the nearest biohazard container."",""Discard the needle in a puncture resistant container."",""Break the needle and discard it in the nearest puncture-resistant container.""]",2,Needles should never be recapped (needlestick risk) — discard directly into a puncture-resistant sharps container.,"GI, Endocrine & Metabolic",🍽️,true
1006,Gombe Paper 1,Gombe Paper 1,Two critical care nurses are preparing to lift a client up in bed. Which of the following should the nurses do to help avoid injuring their backs?,"[""Bend from the waist."",""Lift with the back, not with the legs."",""Lower the head of the bed to about 30 degrees, if the client can tolerate it."",""Make certain the bed is in a reasonably high position.""]",3,"Keeping the bed at a high, comfortable working height protects staff backs during a manual lift.",Burns & Trauma,🔥,true
1007,Gombe Paper 2,Gombe Paper 2,"The Critical Care Nurse manager knowns that, the art of getting an organizational activities done through other people using available resources is called.","[""Leadership"",""Governance"",""Management"",""Delegation""]",2,Achieving organisational goals through others using available resources is the definition of management.,"Ethics, Law & Management",⚖️,true
1008,Gombe Paper 2,Gombe Paper 2,He was the first to systematically describe management behaviour and also pioneered the identification of the principles and skills that underlie effective management.,"[""Henri Fayol"",""Max waber"",""F. Taylor"",""Gashinge et all.""]",0,Henri Fayol is credited as the pioneer of systematic management theory and principles.,Mixed Revision,📚,true
1009,Gombe Paper 2,Gombe Paper 2,This involves the way that experts view employees and how their views about man influences manager's approach to human management.,"[""Conceptual dimension"",""Human dimension"",""Technical dimension"",""Man dimension""]",3,How managers view and relate to employees reflects the human dimension of management.,"Ethics, Law & Management",⚖️,true
1010,Gombe Paper 2,Gombe Paper 2,This consists of the manager's functional expertise and how their they carried out managerial activities in an organization.,"[""The human dimension"",""Conceptual dimension"",""The technical dimension"",""The man dimension""]",2,A manager's functional expertise in carrying out activities is the technical dimension.,"Ethics, Law & Management",⚖️,true
1011,Gombe Paper 2,Gombe Paper 2,This stated that; work must be properly subdivided in order to reduce span of attention or efforts in an organization.,"[""Scalar chain"",""Division of labour"",""Remuneration"",""Unity of command""]",1,Division of labour is the principle stating work should be subdivided to reduce effort/attention span needed.,Obstetric & Neonatal,🤱,true
1012,Gombe Paper 2,Gombe Paper 2,The critical care nursing student will always exercise self-direction and self-control if he / she feels a sense of commitment to his job. This statement implies:,"[""Theory A"",""Theory b"",""Theory x"",""Theory y""]",3,Theory Y assumes workers are self-directed and committed when they feel ownership of their work.,Mixed Revision,📚,true
1013,Gombe Paper 2,Gombe Paper 2,"In order to achieve objective, organisations should apply the method of science to solve problems, with specific reference to operational research and advanced mathematical technique. This statement implies:","[""Behavioural theory"",""System theory"",""Management by objective"",""Classical theory""]",1,Applying scientific/mathematical methods to solve organisational problems reflects systems theory.,Research & Nursing Process,📊,true
1014,Gombe Paper 2,Gombe Paper 2,The ICU manager knows that some of her staffs prefers to be directed rather than to be allowed to use initiative or to exercise responsibility. This statement implies:,"[""Theory A"",""Theory b"",""Theory x"",""Theory y""]",2,Preferring direction over independent initiative reflects Theory X assumptions about workers.,"Ethics, Law & Management",⚖️,true
1015,Gombe Paper 2,Gombe Paper 2,The following are all basic qualities of a good manager EXCEPT:,"[""Assertiveness"",""Tactfulness"",""Fearfulness"",""Decisiveness""]",2,"Fearfulness is the opposite of a good manager's needed qualities, unlike assertiveness, tact, and decisiveness.","Ethics, Law & Management",⚖️,true
1016,Gombe Paper 2,Gombe Paper 2,"The critical care nurse knowns this is often referred to as the process of meaningful interaction among human beings, more specifically, it is the process by which meanings are perceived and understanding is reached among human beings.","[""Bulletin"",""News"",""Communication"",""Circular""]",2,The meaningful exchange of understanding between people is the definition of communication.,Mixed Revision,📚,true
1017,Gombe Paper 2,Gombe Paper 2,Which one of the following is the primary imaging modality in ICU?,"[""Ultrasonography"",""Conventional X ray"",""CT scan"",""MRI""]",1,"Portable conventional X-ray is the most frequently used, primary bedside imaging tool in ICU.",Mixed Revision,📚,true
1018,Gombe Paper 2,Gombe Paper 2,About the haemothorax choose the incorrect one,"[""Accumulation of blood within the peritoneal space following blunt or penetrating trauma."",""Commonly associated with a pneumothorax and other extra thoracic injuries."",""Haemorrhage usually occurs from the lung parenchyma, and is often self-limiting, rather than from a specific vessel injury."",""Intercostal and internal mammary vessels are more commonly injured""]",0,Haemothorax is blood in the pleural (not peritoneal) space — that statement is the incorrect one.,Respiratory,🫁,true
1019,Gombe Paper 2,Gombe Paper 2,About the x ray features of haemothorax,"[""Erect CXR is more sensitive than a supine film."",""Blunting of the costophrenic angles --"",""Seen with approximately less than 100 ml of blood."",""General increased opacification of the haemothorax is seen on a supine film""]",3,"On a supine film, blood spreads out and causes general increased opacification rather than a clear costophrenic blunting.",ICU Pharmacology,💊,true
1020,Gombe Paper 2,Gombe Paper 2,Why the radiologist prefers PA view instead of AP view,"[""Increase magnification of heart."",""Increase radiation dose to sensitive organs."",""Reduce magnification of heart."",""Unclear visualized maximum areas of lung""]",2,The PA view reduces cardiac magnification compared to AP.,Cardiovascular,🫀,true
1021,Gombe Paper 2,Gombe Paper 2,"Patient had head trauma and you suspect that he has intracranial haemorrhage, Which of following modalities you will choose?","[""CT"",""Conventional x-ray"",""MRI"",""X-ray with contrast""]",0,CT is the imaging modality of choice for detecting acute intracranial haemorrhage.,Burns & Trauma,🔥,true
1022,Gombe Paper 2,Gombe Paper 2,The most common cause of large bowel obstruction. Select one:,"[""Tumor of the large bowel."",""Inflammatory bowel disease."",""Adhesions."",""Ischemia""]",0,Tumours of the large bowel are the most common cause of large bowel obstruction in adults.,"GI, Endocrine & Metabolic",🍽️,true
1023,Gombe Paper 2,Gombe Paper 2,Ionizing radiation is the substance which ionizes the atoms when it passes. It is harmful for biological matter. Which of the following is non ionizing modality?,"[""Conversational x-ray"",""Computerized tomography"",""Magnetic resonance imaging"",""Isotopic scanning""]",2,"MRI uses magnetic fields, not ionizing radiation, unlike X-ray, CT, and isotope scanning.",Mixed Revision,📚,true
1024,Gombe Paper 2,Gombe Paper 2,Radiographic findings that indicate oesophageal perforation include all the following except,"[""Extraesophageal location of the tube"",""Normal finding"",""Hydro pneumothorax"",""Pneumomediastinum""]",1,"A normal finding would not indicate perforation — the other signs (extraluminal tube, hydropneumothorax, pneumomediastinum) do.",Respiratory,🫁,true
